lat,lon,distance,laser1,laser2,laser3,laser4,laser5,laser6
51.5385,5.1736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.5385,5.1736,1.135,0,0,0,0,0,1
51.5385,5.1736,1.138,0,0,0,0,0,0
51.5385,5.1736,1.143,0,0,0,0,0,1
51.5385,5.1736,1.148,0,0,0,0,0,0
51.5385,5.1736,1.151,0,0,0,0,0,1
51.5385,5.1736,1.158,0,0,0,0,0,0
51.5385,5.1736,1.161,0,0,0,0,1,0
51.5385,5.1736,1.168,0,0,0,0,0,0
51.5385,5.1736,1.169,0,0,0,0,1,0
51.5385,5.1736,1.178,0,0,0,0,0,0
51.5385,5.1736,1.18,0,0,0,1,0,0
51.5385,5.1736,1.187,0,0,0,0,0,0
51.5385,5.1736,1.189,0,0,0,1,0,0
51.5385,5.1736,1.197,0,0,0,0,0,0
51.5385,5.1736,1.201,0,0,1,0,0,0
51.5385,5.1736,1.204,0,0,0,0,0,0
51.5385,5.1736,1.208,0,0,1,0,0,0
51.5385,5.1736,1.215,0,0,0,0,0,0
51.5385,5.1736,1.306,1,0,0,0,0,0
51.5385,5.1736,1.314,0,0,0,0,0,0
51.5385,5.1736,1.319,1,0,0,0,0,0
51.5385,5.1736,1.324,1,1,0,0,0,0
51.5385,5.1736,1.325,0,1,0,0,0,0
51.5385,5.1736,1.334,0,0,0,0,0,0
51.5385,5.1736,1.335,0,1,0,0,0,0
51.5385,5.1736,1.34,0,1,0,1,0,0
51.5385,5.1736,1.343,0,1,1,1,0,0
51.5385,5.1736,1.344,0,0,1,1,0,0
51.5385,5.1736,1.347,0,0,1,0,0,0
51.5385,5.1736,1.351,0,1,1,0,0,0
51.5385,5.1736,1.353,0,1,0,0,0,0
51.5385,5.1736,1.354,0,1,1,0,0,0
51.5385,5.1736,1.358,0,0,1,0,0,0
51.5385,5.1736,1.364,0,0,0,0,0,0
51.5385,5.1736,1.365,0,0,0,0,1,0
51.5385,5.1736,1.365,0,0,0,1,1,0
51.5385,5.1736,1.371,0,0,1,1,1,0
51.5385,5.1736,1.373,0,0,1,1,0,0
51.5385,5.1736,1.376,0,0,1,0,0,0
51.5385,5.1736,1.377,0,0,1,1,0,0
51.5385,5.1736,1.378,0,0,0,1,0,0
51.5385,5.1736,1.386,0,0,0,0,0,0
51.5385,5.1736,1.388,0,0,0,0,1,0
51.5385,5.1737,1.389,0,0,0,0,1,1
51.5385,5.1737,1.392,0,0,0,1,1,1
51.5385,5.1737,1.395,0,0,0,1,1,0
51.5385,5.1737,1.399,0,0,0,0,1,0
51.5385,5.1737,1.41,0,0,0,0,0,0
51.5385,5.1737,1.413,0,0,0,0,0,1
51.5385,5.1737,1.415,0,0,0,0,1,1
51.5385,5.1737,1.424,0,0,0,0,1,0
51.5385,5.1737,1.425,0,0,0,0,0,0
51.5385,5.1737,1.426,0,0,0,0,0,1
51.5385,5.1737,1.428,0,0,0,0,1,1
51.5385,5.1737,1.435,0,0,0,0,0,1
51.5385,5.1737,1.436,0,0,0,0,0,0
51.5385,5.1737,1.44,0,0,0,0,0,1
51.5385,5.1737,1.468,0,0,0,0,0,0
