lat,lon,distance,laser1,laser2,laser3,laser4,laser5,laser6
51.5387,5.1738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.5387,5.1738,0.001,1,0,0,0,0,0
51.5387,5.1738,0.0,0,0,0,0,0,0
51.5387,5.1738,0.0,0,1,0,0,0,0
51.5387,5.1738,0.0,1,1,0,0,0,0
51.5387,5.1738,0.0,1,1,1,0,0,0
51.5387,5.1738,0.0,0,1,1,0,0,0
51.5387,5.1738,0.0,1,1,1,0,0,0
51.5387,5.1738,0.0,1,1,0,0,0,0
51.5387,5.1738,0.0,0,1,0,0,0,0
51.5387,5.1738,0.0,0,1,1,0,0,0
51.5387,5.1738,0.0,0,1,1,1,0,0
51.5387,5.1738,0.0,0,1,1,0,0,0
51.5387,5.1738,0.0,0,0,1,0,0,0
51.5387,5.1738,0.0,0,0,1,1,0,0
51.5387,5.1738,0.0,0,0,1,1,1,0
51.5387,5.1738,0.0,0,0,1,1,0,0
51.5387,5.1738,0.0,0,0,0,1,0,0
51.5387,5.1738,0.0,0,0,0,1,1,0
51.5387,5.1738,0.0,0,0,0,1,1,1
51.5387,5.1738,0.0,0,0,0,1,1,0
51.5387,5.1738,0.0,0,0,0,0,1,0
51.5387,5.1738,0.0,0,0,0,0,1,1
51.5387,5.1738,0.0,0,0,0,0,1,0
51.5387,5.1738,0.0,0,0,0,0,1,1
51.5387,5.1738,0.0,0,0,0,0,1,0
51.5387,5.1738,0.0,0,0,0,0,0,0
51.5387,5.1738,0.0,0,0,0,0,0,1
51.5387,5.1738,0.0,0,0,0,0,0,0
51.5387,5.1738,0.0,0,0,0,0,0,1
51.5387,5.1738,0.001,0,0,0,0,0,0
51.5387,5.1738,0.003,0,0,0,0,0,1
51.5387,5.1738,0.004,0,0,0,0,0,0
51.5387,5.1738,0.004,0,0,0,0,1,0
51.5387,5.1738,0.004,0,0,0,0,1,1
51.5387,5.1738,0.005,0,0,0,0,1,0
51.5387,5.1738,0.005,0,0,0,0,1,1
51.5387,5.1738,0.006,0,0,0,0,1,0
51.5387,5.1738,0.006,0,0,0,0,0,0
51.5387,5.1738,0.006,0,0,0,1,1,0
51.5387,5.1738,0.007,0,0,0,1,1,1
51.5387,5.1738,0.007,0,0,0,1,0,1
51.5387,5.1738,0.007,0,0,0,1,1,1
51.5387,5.1738,0.007,0,0,0,1,1,0
51.5387,5.1738,0.008,0,0,1,1,1,0
51.5387,5.1738,0.008,0,0,1,1,0,0
51.5387,5.1738,0.008,0,0,1,1,1,0
51.5387,5.1738,0.008,0,0,0,1,1,0
51.5387,5.1738,0.008,0,0,0,0,1,0
51.5387,5.1738,0.008,0,0,1,0,1,0
51.5387,5.1738,0.008,0,0,1,1,1,0
51.5387,5.1738,0.009,0,0,1,1,0,0
51.5387,5.1738,0.009,0,0,0,1,0,0
51.5387,5.1738,0.009,0,1,0,1,0,0
51.5387,5.1738,0.009,0,1,1,0,0,0
51.5387,5.1738,0.009,0,0,1,0,0,0
51.5387,5.1738,0.009,0,0,1,1,0,0
51.5387,5.1738,0.009,0,1,1,1,0,0
51.5387,5.1738,0.009,0,1,0,1,0,0
51.5387,5.1738,0.009,0,1,1,1,0,0
51.5387,5.1738,0.01,0,0,1,1,0,0
51.5387,5.1738,0.01,0,0,1,0,0,0
51.5387,5.1738,0.01,0,1,1,0,0,0
51.5387,5.1738,0.01,0,1,0,0,0,0
51.5387,5.1738,0.01,1,1,0,0,0,0
51.5387,5.1738,0.01,1,0,0,0,0,0
51.5387,5.1738,0.01,1,1,0,0,0,0
51.5387,5.1738,0.01,0,1,0,0,0,0
51.5387,5.1738,0.01,1,1,0,0,0,0
51.5387,5.1738,0.01,1,0,0,0,0,0
