lat,lon,distance,laser1,laser2,laser3,laser4,laser5,laser6
51.5387,5.1738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.5387,5.1738,1.277,0,0,0,0,0,1
51.5387,5.1738,1.277,0,0,0,0,0,0
51.5387,5.1738,1.277,0,0,0,0,1,0
51.5387,5.1738,1.277,0,0,0,0,1,1
51.5387,5.1738,1.277,0,0,0,0,0,1
51.5387,5.1738,1.277,0,0,0,0,1,1
51.5387,5.1738,1.277,0,0,0,0,1,0
51.5387,5.1738,1.277,0,0,0,0,1,1
51.5387,5.1738,1.277,0,0,0,0,0,1
51.5387,5.1738,1.277,0,0,0,0,0,0
51.5387,5.1738,1.277,0,0,0,0,1,0
51.5387,5.1738,1.277,0,0,0,1,1,0
51.5387,5.1738,1.277,0,0,0,0,1,0
51.5387,5.1738,1.277,0,0,0,1,1,0
51.5387,5.1738,1.277,0,0,0,1,1,1
51.5387,5.1738,1.277,0,0,0,1,0,1
51.5387,5.1738,1.277,0,0,0,1,1,1
51.5387,5.1738,1.277,0,0,0,1,1,0
51.5387,5.1738,1.277,0,0,0,0,1,0
51.5387,5.1738,1.277,0,0,0,0,0,0
51.5387,5.1738,1.277,0,0,1,0,0,0
51.5387,5.1738,1.277,0,0,1,1,0,0
51.5387,5.1738,1.277,0,0,0,1,0,0
51.5387,5.1738,1.277,0,0,0,1,1,0
51.5387,5.1738,1.277,0,0,1,1,1,0
51.5387,5.1738,1.277,0,0,1,1,0,0
51.5387,5.1738,1.277,0,0,0,1,0,0
51.5387,5.1738,1.277,0,1,0,1,0,0
51.5387,5.1738,1.277,0,1,0,0,0,0
51.5387,5.1738,1.277,0,1,1,0,0,0
51.5387,5.1738,1.277,0,0,1,0,0,0
51.5387,5.1738,1.277,0,1,1,0,0,0
51.5387,5.1738,1.277,0,1,1,1,0,0
51.5387,5.1738,1.277,0,0,1,1,0,0
51.5387,5.1738,1.277,0,0,1,0,0,0
51.5387,5.1738,1.277,0,1,1,0,0,0
51.5387,5.1738,1.277,0,1,0,0,0,0
51.5387,5.1738,1.277,1,1,0,0,0,0
51.5387,5.1738,1.277,1,1,1,0,0,0
51.5387,5.1738,1.277,1,0,1,0,0,0
51.5387,5.1738,1.277,1,1,1,0,0,0
51.5387,5.1738,1.277,0,1,1,0,0,0
51.5387,5.1738,1.277,0,1,0,0,0,0
51.5387,5.1738,1.277,1,1,0,0,0,0
51.5387,5.1738,1.277,1,0,0,0,0,0
51.5387,5.1738,1.277,0,0,0,0,0,0
51.5387,5.1738,1.277,1,0,0,0,0,0
51.5387,5.1738,1.277,1,1,0,0,0,0
51.5387,5.1738,1.277,0,1,0,0,0,0
51.5387,5.1738,1.277,1,1,0,0,0,0
51.5387,5.1738,1.277,1,0,0,0,0,0
51.5387,5.1738,1.277,0,0,0,0,0,0
51.5387,5.1738,1.277,1,0,0,0,0,0
51.5387,5.1738,1.277,1,1,0,0,0,0
51.5387,5.1738,1.277,1,1,1,0,0,0
51.5387,5.1738,1.277,0,1,1,0,0,0
51.5387,5.1738,1.277,1,1,1,0,0,0
51.5387,5.1738,1.277,1,0,1,0,0,0
51.5387,5.1738,1.277,1,1,0,0,0,0
51.5387,5.1738,1.277,0,1,0,0,0,0
51.5387,5.1738,1.277,0,1,1,0,0,0
51.5387,5.1738,1.277,0,0,1,0,0,0
51.5387,5.1738,1.277,0,1,1,0,0,0
51.5387,5.1738,1.277,0,1,1,1,0,0
51.5387,5.1738,1.277,0,1,0,1,0,0
51.5387,5.1738,1.277,0,1,1,1,0,0
